Time,Solar Power (MW),Diesel Generator Power (MW),Battery Power (MW),Wind Power (MW),Load Profile (MW),Output power (MW),Output power (Sources)
9.00002332332612,4.66558189420824,1.25663361525213,1,0.33671130994949,6.0,6.002293204157731,Battery Solar Wind
9.00002980074001,4.66294864766429,1.25653232252152,1,0.336521779970729,6.0,6.256002750156539,Diesel Solar Wind
9.00003627815391,4.6618100746641,1.25597336519514,1,0.336448325421976,6.0,6.254231765281215,Diesel Solar Wind
9.00004582857417,4.66158544423408,1.25553865430139,1,0.336437931295118,6.0,6.253562029830588,Diesel Solar Wind
9.00005889584256,4.66183602348069,1.25547845140733,1,0.336454344808356,6.0,6.2537688196963765,Diesel Solar Wind
9.00007720561898,4.66191047417964,1.25550987771257,1,0.336455298309994,6.0,6.253875650202204,Diesel Solar Wind
9.00010886996295,4.66191720596223,1.25542798579142,1,0.336450597533084,6.0,6.253795789286734,Diesel Solar Wind
9.00016472571247,4.66204742759315,1.25532835705148,1,0.336450044958454,6.0,6.253825829603084,Diesel Solar Wind
9.00027458101103,4.66221553652611,1.25511726985731,1,0.336442909078466,6.0,6.253775715461886,Diesel Solar Wind
9.00051049354387,4.66264801724124,1.25466994304035,1,0.336432758457229,6.0,6.25375071873882,Diesel Solar Wind
9.00101402249541,4.66350410780956,1.25371800005992,1,0.336406779326746,6.0,6.253628887196226,Diesel Solar Wind
9.002135561563,4.66545170243045,1.25161669104307,1,0.336354279805421,6.0,6.0018059822358705,Battery Solar Wind
9.00464819830639,4.66965761560498,1.24700550174224,1,0.336237232597396,6.0,6.005894848202376,Battery Solar Wind
9.01027170181971,4.67865458927897,1.23714198366805,1,0.336003137092313,6.0,6.014657726371283,Battery Solar Wind
9.02137944142978,4.69457904672711,1.21937826055845,1,0.335627639348772,6.0,6.030206686075882,Battery Solar Wind
9.04439230524168,4.72107172551665,1.18878301459031,1,0.335192763724661,6.0,6.056264489241311,Battery Solar Wind
9.07552099246581,4.74544465793408,1.15808035938241,1,0.335205050232221,6.0,6.080649708166301,Battery Solar Wind
9.11827401221452,4.76339817533535,1.13015639418465,1,0.336059818626636,6.0,6.099457993961986,Battery Solar Wind
9.16102703196323,4.76879074333129,1.1135421765422,1,0.337588452265834,6.0,6.106379195597124,Battery Solar Wind
9.20378005171194,4.76588979569544,1.10414677607036,1,0.339545769094176,6.0,6.105435564789616,Battery Solar Wind
9.24653307146065,4.75734466537521,1.09946203164836,1,0.341762594745977,6.0,6.099107260121187,Battery Solar Wind
9.30329142291208,4.74048701907396,1.09796787409948,1,0.344939486543949,6.0,6.085426505617909,Battery Solar Wind
9.37329233963314,4.71425747142652,1.10121418419396,1,0.349039088897023,6.0,6.063296560323543,Battery Solar Wind
9.46869362935486,4.67467943138328,1.11230710622855,1,0.354830230794442,6.0,6.0295096621777216,Battery Solar Wind
9.50388408587422,4.65769465425669,1.11790531985713,1,0.356855283483812,6.0,6.014549937740502,Battery Solar Wind
9.53907454239357,4.64178114495919,1.12434948855828,1,0.358964145307876,6.0,6.000745290267067,Battery Solar Wind
9.62722744495001,4.6029222131982,1.14427248691776,1,0.364344118589138,6.0,6.111538818705098,Diesel Solar Wind
9.71538034750645,4.56035230566853,1.16883860997798,1,0.369438734341231,6.0,6.098629649987741,Diesel Solar Wind
9.80353325006288,4.51973908284666,1.19879244575746,1,0.374651428922122,6.0,6.093182957526242,Diesel Solar Wind
9.89168615261932,4.47909066966216,1.23355547874678,1,0.379817996396332,6.0,6.092464144805271,Diesel Solar Wind
9.99999999999989,4.43017649669676,1.28535993968231,1,0.386144665795651,6.0,6.101681102174721,Diesel Solar Wind
10.0,4.43017649671435,1.28535993966598,1,0.386144665797452,6.0,6.101681102177782,Diesel Solar Wind
10.0000000000001,4.43017649667799,1.28535993959148,1,0.386144665795515,6.0,6.101681102064985,Diesel Solar Wind
10.0000050789363,4.43017382585542,1.28363113892325,1,0.38617289347614,6.0,6.09997785825481,Diesel Solar Wind
10.0000152368087,4.43114868597034,1.28207194547109,1,0.386283664971657,6.0,6.0995042964130874,Diesel Solar Wind
10.0000253946811,4.43227839780309,1.28247095121382,1,0.386376261706384,6.0,6.101125610723294,Diesel Solar Wind
10.0000425650316,4.43231214119558,1.28278030466759,1,0.386376014267696,6.0,6.101468460130866,Diesel Solar Wind
10.000059735382,4.43213861041609,1.28268455727097,1,0.386364327350402,6.0,6.101187495037462,Diesel Solar Wind
10.0000865617498,4.43220323849137,1.28270096297418,1,0.386372500362444,6.0,6.101276701827994,Diesel Solar Wind
10.0001320029885,4.43215513608491,1.28273718461391,1,0.386372537894195,6.0,6.101264858593016,Diesel Solar Wind
10.0002170527852,4.43213095432532,1.2827631109255,1,0.38637896880453,6.0,6.10127303405535,Diesel Solar Wind
10.00038465631,4.43205271821115,1.28285856688675,1,0.386388181035757,6.0,6.101299466133657,Diesel Solar Wind
10.0007611550759,4.43190012541817,1.28302186969724,1,0.386411256975556,6.0,6.101333252090965,Diesel Solar Wind
10.0016235381275,4.43155404460696,1.28342504780631,1,0.386461603244215,6.0,6.101440695657486,Diesel Solar Wind
10.0035303197632,4.43088621067937,1.28418342182489,1,0.38657208825765,6.0,6.10164172076191,Diesel Solar Wind
10.0078661267789,4.42978574011588,1.28551626891271,1,0.386808823349939,6.0,6.102110832378529,Diesel Solar Wind
10.0176708947197,4.42938005353772,1.2863748628068,1,0.387283577610153,6.0,6.1030384939546725,Diesel Solar Wind
10.0379235043067,4.43661034029453,1.28000353896787,1,0.388018957781653,6.0,6.104632837044053,Diesel Solar Wind
10.0581761138938,4.45257727002856,1.26338377729741,1,0.3884269868859,6.0,6.10438803421187,Diesel Solar Wind
10.0784287234809,4.47652795274849,1.23946456329276,1,0.38862523507441,6.0,6.10461775111566,Diesel Solar Wind
10.1164139714887,4.53881365971126,1.18067899187212,1,0.388636629876434,6.0,6.108129281459814,Diesel Solar Wind
10.1624199389817,4.63351710638439,1.08789116933947,1,0.387995871111875,6.0,6.021512977496265,Battery Solar Wind
10.2084259064748,4.74193017153231,0.97947221493543,1,0.38687422767232,6.0,6.10827661414006,Diesel Solar Wind
10.2544318739678,4.85631690194187,0.859899813789586,1,0.385324783702188,6.0,6.101541499433644,Diesel Solar Wind
10.3255765568656,5.04764665331687,0.663550840333733,1,0.38304442296108,6.0,6.04764665331687,Battery Solar
10.3810090537951,5.19986347328409,0.500674657332675,1,0.381041961215953,6.0,6.081580091832718,Diesel Solar Wind
10.4364415507246,5.35418078817164,0.332612807044776,1,0.379033535557279,6.0,6.0658271307736955,Diesel Solar Wind
10.5040869752233,5.54138088428356,0.121180165022447,1,0.376445863849655,6.0,6.039006913155663,Diesel Solar Wind
10.571732399722,5.72764114810078,-0.0957501041703342,1,0.373801289287403,6.0,6.101442437388183,Solar Wind
10.6393778242207,5.91060478925088,-0.317556527877479,1,0.371008787689265,6.0,6.281613576940145,Solar Wind
10.7070232487194,6.08940380432705,-0.542392557329494,1,0.368042472563958,6.0,6.08940380432705,Solar
10.7746686732181,6.26299071625342,-0.769102444282908,1,0.364862047904325,6.0,6.26299071625342,Solar
10.7909684683031,6.29836995299466,-0.827481097592943,1,0.363816740635257,6.0,6.29836995299466,Solar
10.7909684683032,6.29836995297566,-0.827481097588266,1,0.363816740634172,6.0,6.29836995297566,Solar
10.7909754879257,6.30309283312361,-0.826065214756842,1,0.364042269936629,6.0,6.30309283312361,Solar
10.7909895271707,6.30588579039763,-0.824062593233885,1,0.364157074154046,6.0,6.30588579039763,Solar
10.7909998017686,6.30411601922189,-0.82378881927659,1,0.364058403871033,6.0,6.30411601922189,Solar
10.7910269054799,6.30393108765151,-0.824221519225042,1,0.364048622388896,6.0,6.30393108765151,Solar
10.7910466286636,6.30431361547554,-0.82420560210611,1,0.364063906747921,6.0,6.30431361547554,Solar
10.7910800031927,6.30418953967208,-0.824294070988885,1,0.36405106587345,6.0,6.30418953967208,Solar
10.7911344504825,6.30444511353335,-0.824511755956139,1,0.364055080901146,6.0,6.30444511353335,Solar
10.7912221159749,6.30458957425568,-0.82477421530455,1,0.364046357776398,6.0,6.30458957425568,Solar
10.7913925353011,6.30507708524303,-0.82537820624961,1,0.364041513569165,6.0,6.30507708524303,Solar
10.7917071041417,6.30582149144929,-0.826408217827532,1,0.364023262426847,6.0,6.30582149144929,Solar
10.7923146009512,6.30739818300634,-0.828481235539655,1,0.363996459275985,6.0,6.30739818300634,Solar
10.7935189759205,6.31039063119335,-0.832507550890096,1,0.363935206754995,6.0,6.31039063119335,Solar
10.795882296413,6.31638176243423,-0.840489749222473,1,0.363822432793111,6.0,6.31638176243423,Solar
10.8005764764616,6.32813121727484,-0.856260761684058,1,0.363589691270894,6.0,6.32813121727484,Solar
10.8099086081288,6.35150587418457,-0.887688272791316,1,0.363129969186559,6.0,6.35150587418457,Solar
10.8284347031677,6.39737487484491,-0.94998887397812,1,0.362192947337128,6.0,6.39737487484491,Solar
10.8425753780592,6.43211152512849,-0.997623037185696,1,0.361468533645607,6.0,6.43211152512849,Solar
10.8567160529507,6.46618556274837,-1.0452283969309,1,0.360713971700089,6.0,6.46618556274837,Solar
10.8708567278422,6.50014615487308,-1.09307547890843,1,0.359960592332001,6.0,6.50014615487308,Solar
10.8849974027337,6.53348498993678,-1.14098667240475,1,0.359180856514202,6.0,6.53348498993678,Solar
10.8991380776252,6.5663886752397,-1.18912691792272,1,0.358386534960246,6.0,6.5663886752397,Solar
10.9132787525167,6.59866966198791,-1.2373863734044,1,0.357567175021032,6.0,6.59866966198791,Solar
10.9297263560886,6.63680757439807,-1.29395087159736,1,0.356652179739041,6.0,6.63680757439807,Solar
10.9461739596605,6.67334529836209,-1.35082615014714,1,0.355668876218841,6.0,6.67334529836209,Solar
10.9626215632324,6.70932924582468,-1.4078805617491,1,0.354666201646171,6.0,6.70932924582468,Solar
10.9871331784073,6.75934334136137,-1.49270319279922,1,0.353014049631684,6.0,6.75934334136137,Solar
10.9999999999999,6.78039937739572,-1.5518330942706,1,0.352097489546991,6.0,6.78039937739572,Solar
11.0,6.78039937749089,-1.55183309429414,1,0.352097489551605,6.0,6.78039937749089,Solar
11.0000000000001,6.78039937799002,-1.55183309415784,1,0.352097489572692,4.5,6.78039937799002,Solar
11.0000024605891,6.78710201311324,-1.54899301488685,1,0.352367892858606,4.5,6.78710201311324,Solar
11.000007381767,6.79393333572105,-1.54376258991625,1,0.352613792626826,4.5,6.79393333572105,Solar
11.000012302945,6.79237684213995,-1.5400274918274,1,0.352495230041796,4.5,6.79237684213995,Solar
11.0000205631458,6.78743378276152,-1.53744218143754,1,0.352235688199767,4.5,6.78743378276152,Solar
11.0000288233466,6.7848910911399,-1.53731375020508,1,0.352116347833367,4.5,6.7848910911399,Solar
11.000038795081,6.78463464086251,-1.53770287097698,1,0.352107473175902,4.5,6.78463464086251,Solar
11.0000527671804,6.78509279972434,-1.53789235477354,1,0.352127914207099,4.5,6.78509279972434,Solar
11.0000725257744,6.78514726837654,-1.53789433629668,1,0.352126415250089,4.5,6.78514726837654,Solar
11.0001018860217,6.78513811973511,-1.5380082350717,1,0.352121461660853,4.5,6.78513811973511,Solar
11.0001560803155,6.78529668996801,-1.53820070782072,1,0.352120110244795,4.5,6.78529668996801,Solar
11.0002663418374,6.785472361693,-1.53858058437089,1,0.352110527611518,4.5,6.785472361693,Solar
11.0004808838803,6.78592942148637,-1.5393362450783,1,0.35209742587023,4.5,6.78592942148637,Solar
11.0009530938379,6.78681728408932,-1.54097488069059,1,0.35206325300143,4.5,6.78681728408932,Solar
11.0019966645006,6.78886441837537,-1.54459770902017,1,0.351993380547497,4.5,6.78886441837537,Solar
11.0042988557308,6.79316651463181,-1.55247432728182,1,0.351836456697407,4.5,6.79316651463181,Solar
11.009481941767,6.80241929629839,-1.56976941834542,1,0.351499106227347,4.5,6.80241929629839,Solar
11.0210923232349,6.82048744683163,-1.60633734685818,1,0.35078860467126,4.5,6.82048744683163,Solar
11.0471452896969,6.85256045527054,-1.67957149741431,1,0.349537015593867,4.5,6.85256045527054,Solar
11.0731982561589,6.86712876990956,-1.74165051068741,1,0.348322055077998,4.5,6.86712876990956,Solar
11.0992512226209,6.86767566543104,-1.79498473849022,1,0.34711017729946,4.5,6.86767566543104,Solar
11.1253041890829,6.86071381699677,-1.84288644625809,1,0.346057781921428,4.5,6.86071381699677,Solar
11.1513571555448,6.84555229203198,-1.88508979421366,1,0.344997921976993,4.5,6.84555229203198,Solar
11.1774101220068,6.82252391505863,-1.9236593916152,1,0.343866054882267,4.5,6.82252391505863,Solar
11.2034630884688,6.79280177256522,-1.9589884051874,1,0.342637754376079,4.5,6.79280177256522,Solar
11.2295160549308,6.75686997500294,-1.9915642113112,1,0.341277066510387,4.5,6.75686997500294,Solar
11.2373319448694,6.74506452905717,-2.00107505134484,1,0.340848088882539,4.5,6.74506452905717,Solar
11.245147834808,6.73224039817408,-2.00993897882886,1,0.34037674283081,4.5,6.73224039817408,Solar
11.2547206514586,6.71706208640997,-2.02103374094578,1,0.339836710949457,4.5,6.71706208640997,Solar
11.2642934681092,6.70014430208149,-2.03139949118187,1,0.339223571693743,4.5,6.70014430208149,Solar
11.2751725260502,6.68112972216907,-2.04333344258895,1,0.338549167745067,4.5,6.68112972216907,Solar
11.2860515839912,6.66085394246405,-2.05473473706611,1,0.337824150297754,4.5,6.66085394246405,Solar
11.2974049133332,6.63861986682914,-2.06622801191149,1,0.337024888223066,4.5,6.63861986682914,Solar
11.3087582426752,6.61568537185901,-2.07741472440635,1,0.336198766129889,4.5,6.61568537185901,Solar
11.3197116829692,6.59244675087879,-2.08782230183984,1,0.335354009711595,4.5,6.59244675087879,Solar
11.3306651232631,6.5686707015365,-2.09796419764166,1,0.334486491089918,4.5,6.5686707015365,Solar
11.341343404497,6.54447864513941,-2.10749754695213,1,0.333594849980614,4.5,6.54447864513941,Solar
11.3520216857308,6.5198109443413,-2.11678285691414,1,0.332680960150857,4.5,6.5198109443413,Solar
11.3626807852489,6.49422896810509,-2.12570884807595,1,0.331723288297213,4.5,6.49422896810509,Solar
11.373339884767,6.46821343975627,-2.13439143436227,1,0.33074352920658,4.5,6.46821343975627,Solar
11.3840731101796,6.44105439596506,-2.14278334335808,1,0.329709670921982,4.5,6.44105439596506,Solar
11.3948063355923,6.41352772544529,-2.15093764387952,1,0.328655282160705,4.5,6.41352772544529,Solar
11.4053462767348,6.38552643205539,-2.15858751748633,1,0.327570990368023,4.5,6.38552643205539,Solar
11.4158862178773,6.35725185614843,-2.16601823206041,1,0.326469526599484,4.5,6.35725185614843,Solar
11.4262720840112,6.32846509959316,-2.17299004580747,1,0.325336452493381,4.5,6.32846509959316,Solar
11.4366579501451,6.29946468972337,-2.17975158607843,1,0.324188227804652,4.5,6.29946468972337,Solar
11.4469751679517,6.26976220591091,-2.18611982615261,1,0.323000631659898,4.5,6.26976220591091,Solar
11.4572923857584,6.23990401638403,-2.1922839284154,1,0.321799971843707,4.5,6.23990401638403,Solar
11.4676149873401,6.20914252571789,-2.19809626361683,1,0.320551379795299,4.5,6.20914252571789,Solar
11.4779375889217,6.17797257195723,-2.20363401262293,1,0.319277346456529,4.5,6.17797257195723,Solar
11.487718665408,6.14819035803431,-2.20869154979073,1,0.318052902336779,4.5,6.14819035803431,Solar
11.4974997418942,6.11807623908346,-2.21349692502092,1,0.316806844750986,4.5,6.11807623908346,Solar
11.5069341040938,6.08832857287913,-2.21782139561432,1,0.315566473166166,4.5,6.08832857287913,Solar
11.5163684662934,6.05855034346359,-2.22197945037039,1,0.314318851238375,4.5,6.05855034346359,Solar
11.5254346386971,6.02931446881623,-2.22569682537167,1,0.313085517242646,4.5,6.02931446881623,Solar
11.5345008111009,6.00006298686401,-2.22925402733946,1,0.311845898843503,4.5,6.00006298686401,Solar
11.5433049010395,5.97112749449629,-2.2324546851181,1,0.310612125213984,4.5,5.97112749449629,Solar
11.5521089909781,5.94217730728513,-2.2354998028878,1,0.309372341952479,4.5,5.94217730728513,Solar
11.5607157664352,5.91340913410876,-2.23823943665322,1,0.30813345063387,4.5,5.91340913410876,Solar
11.5693225418922,5.88463746535523,-2.24082899989071,1,0.306889267183343,4.5,5.88463746535523,Solar
11.5777781461956,5.85594979825945,-2.24314767157116,1,0.30564231123738,4.5,5.85594979825945,Solar
11.5862337504989,5.8272759234803,-2.24532215764883,1,0.304391043297778,4.5,5.8272759234803,Solar
11.5945805828186,5.79858322742939,-2.24725159403981,1,0.303132940965644,4.5,5.79858322742939,Solar
11.6029274151383,5.76992586853874,-2.24904283961643,1,0.301871681625047,4.5,5.76992586853874,Solar
11.6112067804182,5.741136078327,-2.25060778285478,1,0.300598886783533,4.5,5.741136078327,Solar
11.6194861456982,5.71240752904951,-2.25204068208365,1,0.29932427033465,4.5,5.71240752904951,Solar
11.6277218711769,5.68348115099542,-2.25325691685523,1,0.298035417075271,4.5,5.68348115099542,Solar
11.6359575966557,5.6546468383222,-2.25434800092823,1,0.296746299436676,4.5,5.6546468383222,Solar
11.6438669689581,5.62662072982609,-2.25519598673964,1,0.295488341953948,4.5,5.62662072982609,Solar
11.6517763412606,5.59775331951336,-2.25526203225121,1,0.294183178153684,4.5,5.59775331951336,Solar
11.6596789287845,5.57043420755763,-2.25642581842804,1,0.292952490580671,4.5,5.57043420755763,Solar
11.6675815163084,5.54239413772261,-2.2568995743323,1,0.291681751523229,4.5,5.54239413772261,Solar
11.690924232736,5.46804508702534,-2.2598682381673,1,0.288300774372345,4.5,5.46804508702534,Solar
11.6979270476643,5.43279828413497,-2.25695043304527,1,0.286667201908549,4.5,5.43279828413497,Solar
11.7049298625926,5.40642008036623,-2.25557951011993,1,0.285446768217102,4.5,5.40642008036623,Solar
11.7239019772662,5.34075961494532,-2.2559757055081,1,0.28241525415808,4.5,5.34075961494532,Solar
11.7428740919398,5.26962572813968,-2.25348103005162,1,0.279101521928541,4.5,5.26962572813968,Solar
11.7618462066134,5.20066942264882,-2.25083176580831,1,0.275870700202754,4.5,5.20066942264882,Solar
11.780818321287,5.13197786953634,-2.2474936034973,1,0.272632665259877,4.5,5.13197786953634,Solar
11.7865099556891,5.11218068392204,-2.24632242734114,1,0.271696222064607,4.5,5.11218068392204,Solar
11.7922015900912,5.0913386893599,-2.24454228901912,1,0.270706965639998,4.5,5.0913386893599,Solar
11.7980581563809,5.07096579784652,-2.24375710494644,1,0.269742013602452,4.5,5.07096579784652,Solar
11.8039147226705,5.04998181248175,-2.2421224736696,1,0.268743807024306,4.5,5.04998181248175,Solar
11.8105318716464,5.02664596715529,-2.2407784449772,1,0.267633705289859,4.5,5.02664596715529,Solar
11.8171490206222,5.00284382530499,-2.23865181548601,1,0.266496933039228,4.5,5.00284382530499,Solar
11.8238768682599,4.97938123470942,-2.23730033603653,1,0.265376947973289,4.5,4.97938123470942,Solar
11.8306047158975,4.95526909985964,-2.23493023675178,1,0.264221068064414,4.5,4.95526909985964,Solar
11.8374044866317,4.93167548251146,-2.23349320680897,1,0.263090865052557,4.5,4.93167548251146,Solar
11.8442042573659,4.90741511061167,-2.2309255013705,1,0.261923757923933,4.5,4.90741511061167,Solar
11.8509932834355,4.88400038845149,-2.22939566616534,1,0.260798147719173,4.5,4.88400038845149,Solar
11.8577823095052,4.85992706012151,-2.22668421885922,1,0.259636120789775,4.5,4.85992706012151,Solar
11.8645620526018,4.83667895333068,-2.22504395718436,1,0.258514639148607,4.5,4.83667895333068,Solar
11.8713417956985,4.81340256577258,-2.22287812887102,1,0.257389137673641,4.5,4.81340256577258,Solar
11.8783512245968,4.78905022918335,-2.22042784296763,1,0.256209699437049,4.5,4.78905022918335,Solar
11.8853606534951,4.76517408847316,-2.21803966672931,1,0.255051190135235,4.5,4.76517408847316,Solar
11.8922593905792,4.74133782992995,-2.21550967097866,1,0.253893020464926,4.5,4.74133782992995,Solar
11.8991581276634,4.71801216496751,-2.21303823218448,1,0.252757530016197,4.5,4.71801216496751,Solar
11.9058450030508,4.69507940504756,-2.21047163587416,1,0.251639779003525,4.5,4.69507940504756,Solar
11.9125318784382,4.67263600622613,-2.20796695089761,1,0.250543892261975,4.5,4.67263600622613,Solar
11.9189870307216,4.65068667975855,-2.20539367871869,1,0.249470922398931,4.5,4.65068667975855,Solar
11.925442183005,4.62918360621762,-2.20287932955531,1,0.24841794197076,4.5,4.62918360621762,Solar
11.9317200917077,4.60802863183622,-2.20029288229524,1,0.247380931542925,4.5,4.60802863183622,Solar
11.9379980004103,4.58728155545291,-2.197762010627,1,0.246362225582656,4.5,4.58728155545291,Solar
11.9441427025381,4.56676142186793,-2.19515489879113,1,0.245353695279724,4.5,4.56676142186793,Solar
11.9502874046659,4.54662212307783,-2.19260103133389,1,0.244362291869888,4.5,4.54662212307783,Solar
11.9563308760854,4.52662232282708,-2.18996737924084,1,0.243376879530076,4.5,4.52662232282708,Solar
11.9623743475048,4.50698563982417,-2.18738653129222,1,0.242407844447803,4.5,4.50698563982417,Solar
11.9683437254402,4.48741101872357,-2.18472092576957,1,0.241441077015025,4.5,4.728852095738595,Solar Wind
11.9743131033756,4.4681885914587,-2.18210872252362,1,0.24049024717189,4.5,4.708678838630591,Solar Wind
11.9802333249218,4.44895502555587,-2.17940572315247,1,0.239538143581292,4.5,4.688493169137162,Solar Wind
11.986153546468,4.43006763613029,-2.17675737214011,1,0.238601760453523,4.5,4.668669396583813,Solar Wind
11.992048590266,4.41109704230023,-2.17401071747667,1,0.237660594276025,4.5,4.648757636576255,Solar Wind
11.9979436340639,4.39247072591984,-2.17132059818913,1,0.236735118750211,4.5,4.629205844670051,Solar Wind
11.9999999999999,4.38462753720298,-2.16803572185636,1,0.236345657342528,4.5,4.620973194545508,Solar Wind
12.0,4.38462753719011,-2.16803572185337,1,0.23634565734191,4.5,4.62097319453202,Solar Wind
12.0000000000001,4.38462753720958,-2.16803572189579,1,0.236345657342879,3.0,4.38462753720958,Solar
12.0000133356731,4.38454120388128,-2.16953241785951,1,0.236342776019887,3.0,4.38454120388128,Solar
12.0000400070191,4.3857413376535,-2.17065190342934,1,0.236401019308369,3.0,4.3857413376535,Solar
12.0000610668172,4.38592451765401,-2.17024531798443,1,0.236409317536108,3.0,4.38592451765401,Solar
12.000124844779,4.38515506102348,-2.17027537610645,1,0.236372178632646,3.0,4.38515506102348,Solar
12.0001886227408,4.38546228484636,-2.17025095909383,1,0.236386508731258,3.0,4.38546228484636,Solar
12.0002805401981,4.38473621081567,-2.17016948441445,1,0.236351198720213,3.0,4.38473621081567,Solar
12.0004496648643,4.3845815950224,-2.17013928708192,1,0.236342862479853,3.0,4.3845815950224,Solar
12.0006933384945,4.38345983166108,-2.16997029100749,1,0.236287745209739,3.0,4.38345983166108,Solar
12.0010909561176,4.38253306369284,-2.16983743251235,1,0.236241209867667,3.0,4.38253306369284,Solar
12.0017333017025,4.38017880678005,-2.16947278425493,1,0.236124998042202,3.0,4.38017880678005,Solar
12.0027609272763,4.37723433583913,-2.16903168910839,1,0.235978800903786,3.0,4.37723433583913,Solar
12.004446262836,4.37157377225182,-2.1681384848534,1,0.235699798183633,3.0,4.37157377225182,Solar
12.007192735886,4.36314196513597,-2.16679216578414,1,0.235285003507268,3.0,4.36314196513597,Solar
12.01168188676,4.3484810316744,-2.1643211872676,1,0.234569426980019,3.0,4.3484810316744,Solar
12.0190377930181,4.32558826528629,-2.16026195810954,1,0.233462932704844,3.0,4.32558826528629,Solar
12.0311429397496,4.28648829678677,-2.15267957539619,1,0.231601703431123,3.0,4.28648829678677,Solar
12.0432480864811,4.24589907613029,-2.14378484446025,1,0.229700794609852,3.0,4.24589907613029,Solar
12.0553532332127,4.20847097721028,-2.13529288734814,1,0.227979162728853,3.0,4.20847097721028,Solar
12.0674583799442,4.17562953876766,-2.12801931652516,1,0.226501228483742,3.0,4.17562953876766,Solar
12.0731848730965,4.14760070574247,-2.11969794164256,1,0.225206217523778,3.0,4.14760070574247,Solar
12.0789113662487,4.128493216056,-2.11375884528104,1,0.224344927052502,3.0,4.128493216056,Solar
12.0938749936845,4.081871846599,-2.10219020840764,1,0.222265421724031,3.0,4.081871846599,Solar
12.1088386211204,4.03059523950577,-2.08780912700964,1,0.219978987817297,3.0,4.03059523950577,Solar
12.1238022485562,3.98179011403545,-2.07383369469762,1,0.21782070049374,3.0,3.98179011403545,Solar
12.1387658759921,3.93420626877,-2.05981834389871,1,0.215725493691323,3.0,3.93420626877,Solar
12.1432549642228,3.92047544451921,-2.05552628891567,1,0.215124680466974,3.0,3.92047544451921,Solar
12.1477440524536,3.90654977087815,-2.05079251351823,1,0.214514320593176,3.0,3.90654977087815,Solar
12.152382390761,3.89224117900129,-2.04681870337698,1,0.213886541450086,3.0,3.89224117900129,Solar
12.1570207290685,3.87824842207005,-2.04223550551077,1,0.213274712340291,3.0,3.87824842207005,Solar
12.1702103163279,3.83753769005196,-2.02993258573872,1,0.211484165259014,3.0,3.83753769005196,Solar
12.1741671925057,3.82583549547067,-2.02635302528199,1,0.210971979929203,3.0,3.82583549547067,Solar
12.1781240686835,3.81382684962292,-2.02258413844574,1,0.210444381243785,3.0,3.81382684962292,Solar
12.1826166665508,3.80074484705891,-2.01844779186572,1,0.209871789828178,3.0,3.80074484705891,Solar
12.187109264418,3.78717914615797,-2.01397230183753,1,0.209274892748079,3.0,3.78717914615797,Solar
12.1987248999763,3.75322853442703,-2.00351877010301,1,0.207780296591056,3.0,3.75322853442703,Solar
12.2022095906438,3.7428971107302,-2.00030142906675,1,0.207324228881611,3.0,3.7428971107302,Solar
12.2056942813113,3.73305457492316,-1.99697787178553,1,0.206891915725917,3.0,3.73305457492316,Solar
12.2190701928633,3.69431792408771,-1.98496203018896,1,0.205175760247819,3.0,3.69431792408771,Solar
12.2230829663289,3.68319849247448,-1.98151591874574,1,0.204684668181312,3.0,3.68319849247448,Solar
12.2270957397945,3.67181955493375,-1.97787728124868,1,0.204180147119876,3.0,3.67181955493375,Solar
12.2316905236815,3.65929522399345,-1.97385731894804,1,0.203626344293303,3.0,3.65929522399345,Solar
12.2362853075684,3.64632646088838,-1.96946908967232,1,0.203049827814571,3.0,3.64632646088838,Solar
12.2398737633769,3.63680664838281,-1.96664381132911,1,0.202628019037462,3.0,3.63680664838281,Solar
12.2434622191853,3.62682941100512,-1.96334020480343,1,0.202183801704919,3.0,3.62682941100512,Solar
12.2536767379812,3.59935085580681,-1.95465177737795,1,0.200959204422024,3.0,3.59935085580681,Solar
12.2575270207082,3.58872415977664,-1.95137330776075,1,0.200483117778351,3.0,3.58872415977664,Solar
12.2613773034351,3.57860192004751,-1.94787337087776,1,0.200031871197615,3.0,3.57860192004751,Solar
12.2655462203719,3.56748292793767,-1.94454942659427,1,0.199533270378978,3.0,3.56748292793767,Solar
12.2697151373086,3.5567339687054,-1.94091304392713,1,0.199053217802887,3.0,3.5567339687054,Solar
12.2731873319198,3.54747273895463,-1.9381291909103,1,0.198636561131552,3.0,3.54747273895463,Solar
12.276659526531,3.53867959907747,-1.93520251690332,1,0.198243326780521,3.0,3.53867959907747,Solar
12.2870111600124,3.5116473201883,-1.92664661227062,1,0.197024558962848,3.0,3.5116473201883,Solar
12.2910000035695,3.50156855512161,-1.92354484975473,1,0.196570482486032,3.0,3.50156855512161,Solar
12.2949888471267,3.49129665860216,-1.92024797492327,1,0.196106349130555,3.0,3.49129665860216,Solar
12.2993450850226,3.48051670243301,-1.9167860520131,1,0.195620358365837,3.0,3.48051670243301,Solar
12.3037013229185,3.46933893877362,-1.91297575622283,1,0.19511417723316,3.0,3.46933893877362,Solar
12.307253188934,3.46075940062254,-1.91043621831333,1,0.194726198118183,3.0,3.46075940062254,Solar
12.3108050549495,3.451776026567,-1.90743410609063,1,0.194318684812634,3.0,3.451776026567,Solar
12.3211686841946,3.42638899606115,-1.89939597921045,1,0.193164928641894,3.0,3.42638899606115,Solar
